aiddata_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
97372443,2010,Japan,Nigeria,9683.92,16010,Social/welfare services
96112878,2010,Japan,Brazil,16176.7,11420,Higher education
95911884,2010,Sweden,Costa Rica,594487,15150,Democratic participation and civil society
96123176,2010,Japan,Cambodia,152426,11330,Vocational training
96148932,2010,Japan,Djibouti,1685340,52010,Food security programmes/food aid
97064757,2010,Japan,Costa Rica,52151.8,12220,Basic health care
97330592,2010,Japan,Mauritania,17799.9,31120,Agricultural development
95933865,2010,Sweden,Mongolia,64801.3,23040,Electrical transmission/distribution
97297733,2010,Japan,"Macedonia, FYR",98926.1,22010,Communications policy & admin. mgmt
97178062,2010,Japan,Haiti,3367.84,16010,Social/welfare services
96295850,2010,Japan,Albania,1314.01,14010,Water resources policy/admin. mgmt
97277620,2010,Japan,Laos,43870.2,14021,Water supply - large systems
97340215,2010,Japan,"Micronesia, Federated States of",108820,31310,Fishing policy and admin. management
97093223,2010,Japan,Ecuador,382410,16010,Social/welfare services
94714288,2010,Australia,China,39689.6,12182,Medical research
96086117,2010,Japan,Argentina,19498.8,16010,Social/welfare services
94762473,2010,Australia,Indonesia,106961,15110,Public sector policy and adm. management
97494326,2010,Japan,Tunisia,52891.6,43030,Urban development and management
97387383,2010,Japan,Peru,48463.8,31320,Fishery development
97608335,2010,Japan,Indonesia,29846.8,11330,Vocational training
97629221,2010,Japan,Tajikistan,38547.9,11420,Higher education
96413177,2010,Japan,Central African Rep.,37587.3,11220,Primary education
95947394,2010,Sweden,Somalia,1231230,74010,Disaster prevention and preparedness
95895202,2010,Sweden,"Bilateral, unspecified",1868140,72010,Emergency/distress relief
95976897,2010,Sweden,Albania,64496.6,16061,Culture and recreation
97389977,2010,Japan,Philippines,100575000,51010,General budget support
95924561,2010,Sweden,Iraq,5132.27,99810,Sectors not specified
97623184,2010,Japan,Papua New Guinea,12698.4,15111,Public finance management
97395734,2010,Japan,Rwanda,192585,31140,Agricultural water resources
95944507,2010,Sweden,Rwanda,31104.6,72010,Emergency/distress relief
97395461,2010,Japan,Rwanda,83588.7,12110,Health policy & admin. management
96238171,2010,Japan,Rwanda,5178.74,11330,Vocational training
97396299,2010,Japan,Rwanda,597753,14021,Water supply - large systems
97395949,2010,Japan,Rwanda,37521,21010,Transport policy & admin. management
97396865,2010,Japan,Rwanda,73463.1,11420,Higher education
97395115,2010,Japan,Rwanda,36162.9,99810,Sectors not specified
97395862,2010,Japan,Rwanda,47160.8,32110,Industrial policy & admin. mgmt
97264350,2010,Japan,Kenya,153518,21010,Transport policy & admin. management
97405966,2010,Japan,South Africa,5708.76,31120,Agricultural development
96148785,2010,Japan,Djibouti,108546,11120,Education facilities and training
94896540,2010,Australia,Solomon Islands,237499,31382,Fishery research
97543829,2010,Japan,Viet Nam,736751,31110,Agricultural policy & admin. mgmt
96172939,2010,Japan,Guinea-Bissau,2181670,53040,Import support (commodities)
95980963,2010,Sweden,"Bilateral, unspecified",38880.8,41010,Environmental policy and admin. mgmt
96164001,2010,Japan,Gabon,109033,11120,Education facilities and training
97441253,2010,Japan,Tajikistan,91174.6,14040,River development
96297871,2010,Japan,Algeria,108389,23030,Power generation/renewable sources
95939166,2010,Sweden,"N. & C. America, regional",874712,99810,Sectors not specified
95969988,2010,Sweden,Viet Nam,19440.4,15113,Anti-corruption organisations and institutions
96288293,2010,Japan,Afghanistan,162783,22010,Communications policy & admin. mgmt
96175172,2010,Japan,Haiti,2050770,72010,Emergency/distress relief
96300682,2010,Japan,"America, regional",39873,43040,Rural development
95973318,2010,Sweden,Palestinian Adm. Areas,388808,99810,Sectors not specified
96216881,2010,Japan,Myanmar,183624,72050,Relief co-ordination; protection and support services
95927019,2010,Sweden,Kyrgyz Republic,777616,72010,Emergency/distress relief
97251161,2010,Japan,Jordan,50727.4,32110,Industrial policy & admin. mgmt
97259173,2010,Japan,Kenya,59296,13040,Std control including hiv/aids
96193334,2010,Japan,Kosovo,116596,15220,"Civilian peace-building, conflict prevention and resolution"
97634842,2010,Japan,Viet Nam,88999.3,16020,Employment policy and admin. mgmt.
96317548,2010,Japan,Argentina,3180.12,16010,Social/welfare services
97594460,2010,Japan,"Bilateral, unspecified",662029,43082,Research/scientific institutions
97126932,2010,Japan,Ethiopia,126090,14021,Water supply - large systems
97451719,2010,Japan,Tanzania,7917.18,31110,Agricultural policy & admin. mgmt
97406797,2010,Japan,South Africa,7365.08,14021,Water supply - large systems
97129309,2010,Japan,Ethiopia,10611.5,31130,Agricultural land resources
96190685,2010,Japan,Kenya,11999200,31210,Forestry policy & admin. management
96446149,2010,Japan,Colombia,237515,25010,Business support services & institutions
96264558,2010,Japan,Uganda,47023.3,11120,Education facilities and training
96362189,2010,Japan,"Bilateral, unspecified",17758.8,74010,Disaster prevention and preparedness
96341675,2010,Japan,Bhutan,22404.4,41010,Environmental policy and admin. mgmt
97356286,2010,Japan,Mozambique,4538.3,31210,Forestry policy & admin. management
97400866,2010,Japan,Senegal,397.515,24010,Financial policy & admin. management
97382548,2010,Japan,Papua New Guinea,150780,22010,Communications policy & admin. mgmt
96202002,2010,Japan,Malaysia,6976.2,16010,Social/welfare services
97068257,2010,Japan,Cote D'Ivoire,4416.84,24010,Financial policy & admin. management
97332814,2010,Japan,Mexico,155362,15110,Public sector policy and adm. management
97199232,2010,Japan,Indonesia,9523.01,74010,Disaster prevention and preparedness
96166999,2010,Japan,Ghana,7635860,31210,Forestry policy & admin. management
95878577,2010,Sweden,"Bilateral, unspecified",207364,15160,Human rights
94797355,2010,Australia,Malaysia,7377.79,12181,Medical education/training
97206617,2010,Japan,Indonesia,806.073,32161,Agro-industries
97480748,2010,Japan,Togo,23243.6,11110,Education policy & admin. management
97275952,2010,Japan,Kyrgyz Republic,4957.9,16010,Social/welfare services
95935876,2010,Sweden,Nepal,71774,99810,Sectors not specified
97349623,2010,Japan,Mongolia,27130.4,21050,Air transport
96342380,2010,Japan,Bhutan,241071,16010,Social/welfare services
95964274,2010,Sweden,Uganda,8328.27,13040,Std control including hiv/aids
96059343,2010,Japan,Afghanistan,14791700,31140,Agricultural water resources
97298755,2010,Japan,Madagascar,4505.17,12110,Health policy & admin. management
96140719,2010,Japan,Colombia,102425,11120,Education facilities and training
96190357,2010,Japan,Kenya,1314.01,11110,Education policy & admin. management
97364227,2010,Japan,Nepal,28400.3,31210,Forestry policy & admin. management
97623779,2010,Japan,Peru,51997.2,32171,Engineering
96446294,2010,Japan,Colombia,144983,11220,Primary education
97062269,2010,Japan,Costa Rica,257711,23010,Energy policy and admin. management
96167249,2010,Japan,Ghana,7635860,41050,Flood prevention/control
97353408,2010,Japan,Morocco,7784.68,12110,Health policy & admin. management
96050480,2010,Japan,"Congo, Rep.",59417.5,31381,Fishery education/training
97227678,2010,Japan,Iran,4913.73,11110,Education policy & admin. management
97311579,2010,Japan,Malaysia,22658.4,21020,Road transport
94743358,2010,Australia,India,338296,31182,Agricultural research
94880598,2010,Australia,Philippines,682735,43081,Multisector education/training
97491145,2010,Japan,Tunisia,88734.3,25010,Business support services & institutions
96319959,2010,Japan,Argentina,65744.6,32164,Chemicals
97457578,2010,Japan,Thailand,144199,32171,Engineering
95932746,2010,Sweden,"Middle East, regional",1101620,33110,Trade policy and admin. management
97186420,2010,Japan,India,3853.69,15110,Public sector policy and adm. management
97235137,2010,Japan,Iraq,446321,16010,Social/welfare services
96049128,2010,Japan,"Bilateral, unspecified",945014,43010,Multisector aid
97405640,2010,Japan,South Africa,16684.6,32210,Mineral/mining policy & admin. mgmt
95908981,2010,Sweden,Colombia,1749640,15150,Democratic participation and civil society
97384443,2010,Japan,Paraguay,91329.2,22020,Telecommunications
97383061,2010,Japan,Paraguay,10136.6,11220,Primary education
97290668,2010,Japan,Laos,11229.8,23010,Energy policy and admin. management
97224373,2010,Japan,Indonesia,67102.8,41030,Bio-diversity
96432963,2010,Japan,China,192839,15112,Decentralisation and support to subnational govt.
97588266,2010,Japan,Argentina,376811,32210,Mineral/mining policy & admin. mgmt
96115748,2010,Japan,Brazil,53109.9,11120,Education facilities and training
97284510,2010,Japan,Laos,39210.5,12250,Infectious disease control
96292762,2010,Japan,"Africa, regional",133278,31110,Agricultural policy & admin. mgmt
95904109,2010,Sweden,Burundi,38880.8,72010,Emergency/distress relief
97486929,2010,Japan,Tonga,12501,74010,Disaster prevention and preparedness
97393741,2010,Japan,Philippines,48651.5,31210,Forestry policy & admin. management
97568918,2010,Japan,Palestinian Adm. Areas,14111.8,11420,Higher education
95927975,2010,Sweden,Lebanon,5377.54,15220,"Civilian peace-building, conflict prevention and resolution"
97412258,2010,Japan,St. Lucia,11.0421,16010,Social/welfare services
96166483,2010,Japan,Georgia,5236020,23067,Solar energy
96346320,2010,Japan,Bhutan,689380,23010,Energy policy and admin. management
97516876,2010,Japan,Uganda,49899.2,41010,Environmental policy and admin. mgmt
97123434,2010,Japan,Eritrea,990233,12110,Health policy & admin. management
97379373,2010,Japan,Panama,1126.29,22020,Telecommunications
97283478,2010,Japan,Laos,6316.08,31130,Agricultural land resources
97430133,2010,Japan,Syria,12201.5,31130,Agricultural land resources
95933689,2010,Sweden,Moldova,1555230,23010,Energy policy and admin. management
94939187,2010,Australia,Trinidad & Tobago,7008.9,15110,Public sector policy and adm. management
97465141,2010,Japan,Thailand,48949.6,43010,Multisector aid
97577751,2010,Japan,Zambia,369435,23010,Energy policy and admin. management
97413204,2010,Japan,St.Vincent & Grenadines,21752.9,14050,Waste management/disposal
97412816,2010,Japan,St. Lucia,270653,43010,Multisector aid
97643854,2010,Japan,Cambodia,21819.2,41040,Site preservation
97414385,2010,Japan,Sudan,46995.2,12110,Health policy & admin. management
97512336,2010,Japan,Uganda,14862.7,43040,Rural development
96397640,2010,Japan,Cambodia,4869.56,31210,Forestry policy & admin. management
97353991,2010,Japan,Morocco,108544,15110,Public sector policy and adm. management
97118518,2010,Japan,El Salvador,94178,31110,Agricultural policy & admin. mgmt
97102959,2010,Japan,Egypt,141217,22010,Communications policy & admin. mgmt
95963518,2010,Sweden,Turkey,1308990,15170,Women's equality organisations and institutions
97175760,2010,Japan,Haiti,1439.9,72050,Relief co-ordination; protection and support services
97057220,2010,Japan,"Congo, Dem. Rep.",484251,15112,Decentralisation and support to subnational govt.
97646850,2010,Japan,China,41617.7,11420,Higher education
97157872,2010,Japan,Ghana,19356.8,31150,Agricultural inputs
94840020,2010,Australia,Pakistan,172912,15220,"Civilian peace-building, conflict prevention and resolution"
95894857,2010,Sweden,"Bilateral, unspecified",388.808,41010,Environmental policy and admin. mgmt
94947201,2010,Australia,Vanuatu,641501,15110,Public sector policy and adm. management
96252414,2010,Japan,Tajikistan,83494.1,16010,Social/welfare services
96288121,2010,Japan,Afghanistan,6647.34,21020,Road transport
97389014,2010,Japan,Philippines,108124000,73010,Reconstruction relief
97431097,2010,Japan,Syria,17104.2,21040,Water transport
95909824,2010,Sweden,"Congo, Dem. Rep.",3499270,15261,Child soldiers (prevention and demobilisation)
95910682,2010,Sweden,"Congo, Dem. Rep.",31493.4,99810,Sectors not specified
97616689,2010,Japan,Mexico,63558.3,11430,Advanced tech. & managerial training
97474708,2010,Japan,Timor-Leste,143.547,13020,Reproductive health care
96323335,2010,Japan,Azerbaijan,60256.7,43010,Multisector aid
95882544,2010,Sweden,Afghanistan,5735370,15150,Democratic participation and civil society
96280037,2010,Japan,Palestinian Adm. Areas,106658,23040,Electrical transmission/distribution
97206551,2010,Japan,Indonesia,1220910,32110,Industrial policy & admin. mgmt
95982295,2010,Sweden,Georgia,175223,23010,Energy policy and admin. management
94839016,2010,Australia,Pakistan,630782,15130,Legal and judicial development
95948223,2010,Sweden,Somalia,8401.75,99810,Sectors not specified
97345088,2010,Japan,Moldova,20759.1,25010,Business support services & institutions
95953715,2010,Sweden,"South of Sahara, regional",49962.6,15150,Democratic participation and civil society
96370787,2010,Japan,Bolivia,61791.6,21010,Transport policy & admin. management
97472628,2010,Japan,Thailand,327310,14040,River development
97056474,2010,Japan,"Congo, Dem. Rep.",110.421,32161,Agro-industries
97638542,2010,Japan,Indonesia,8944.1,24081,Education/trng in banking & fin. services
95966643,2010,Sweden,Ukraine,1003.69,12220,Basic health care
96306533,2010,Japan,"America, regional",66.2526,32161,Agro-industries
97058078,2010,Japan,"Congo, Rep.",33.1263,31110,Agricultural policy & admin. mgmt
97357072,2010,Japan,Mozambique,67853.7,23030,Power generation/renewable sources
97173252,2010,Japan,Guyana,41794.3,32161,Agro-industries
97603922,2010,Japan,El Salvador,56071.8,11420,Higher education
96424703,2010,Japan,Chile,2230.5,31310,Fishing policy and admin. management
97074316,2010,Japan,Cuba,1612.15,31310,Fishing policy and admin. management
97404045,2010,Japan,Solomon Islands,61817.7,74010,Disaster prevention and preparedness
96044426,2010,Japan,"Asia, regional",860693,31181,Agricultural education/training
97389512,2010,Japan,Philippines,18274.7,31140,Agricultural water resources
97604919,2010,Japan,Gabon,52560.4,11420,Higher education
94740710,2010,Australia,India,7377.79,31320,Fishery development
97560303,2010,Japan,Viet Nam,464994,31110,Agricultural policy & admin. mgmt
97592883,2010,Japan,"Bilateral, unspecified",28968900,11420,Higher education
95954888,2010,Sweden,"South of Sahara, regional",5832120,16064,Social mitigation of hiv/aids
96102067,2010,Japan,"Bilateral, unspecified",9789600,13010,Population policy and admin. mgmt
97628688,2010,Japan,Sudan,98120,11420,Higher education
97377280,2010,Japan,Pakistan,248447,11220,Primary education
97412470,2010,Japan,St. Lucia,1844.03,14050,Waste management/disposal
95891268,2010,Sweden,"Bilateral, unspecified",5184.11,91010,Administrative costs
97370066,2010,Japan,Niger,27031,15110,Public sector policy and adm. management
97274607,2010,Japan,Kyrgyz Republic,47525.2,24010,Financial policy & admin. management
97147161,2010,Japan,Fiji,84550.8,74010,Disaster prevention and preparedness
95926014,2010,Sweden,Kenya,1296030,72010,Emergency/distress relief
97524295,2010,Japan,Uruguay,206841,12220,Basic health care
96285195,2010,Japan,Zimbabwe,4494250,52010,Food security programmes/food aid
