aiddata_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
97631135,2010,Japan,Thailand,20748.1,99810,Sectors not specified
97120932,2010,Japan,El Salvador,7177.36,99810,Sectors not specified
96194439,2010,Japan,Kyrgyz Republic,21245,99810,Sectors not specified
97207605,2010,Japan,Indonesia,698158,99810,Sectors not specified
97107130,2010,Japan,Egypt,322727,99810,Sectors not specified
97585365,2010,Japan,Zimbabwe,19058.7,99810,Sectors not specified
95945535,2010,Sweden,Serbia,3376150,15210,Security system management and reform
96115860,2010,Japan,Brazil,50490,11120,Education facilities and training
96177650,2010,Japan,Honduras,83634.6,23040,Electrical transmission/distribution
94881467,2010,Australia,Philippines,16635.5,11430,Advanced tech. & managerial training
97111237,2010,Japan,El Salvador,12135.3,99810,Sectors not specified
97614529,2010,Japan,Malaysia,132108,99810,Sectors not specified
97638798,2010,Japan,Kyrgyz Republic,8944.1,99810,Sectors not specified
97575982,2010,Japan,Zambia,111525,99810,Sectors not specified
97105477,2010,Japan,Egypt,404362,99810,Sectors not specified
97128413,2010,Japan,Ethiopia,17280.9,99810,Sectors not specified
96296967,2010,Japan,Algeria,3632.85,99810,Sectors not specified
96411208,2010,Japan,Cameroon,508069,99810,Sectors not specified
97107890,2010,Japan,Egypt,6371.29,99810,Sectors not specified
96329476,2010,Japan,Bangladesh,244461,99810,Sectors not specified
97351383,2010,Japan,Mongolia,853377,99810,Sectors not specified
97379141,2010,Japan,Panama,377573,99810,Sectors not specified
96113973,2010,Japan,Brazil,108828,11330,Vocational training
95916368,2010,Sweden,Ethiopia,50389.5,15150,Democratic participation and civil society
94862546,2010,Australia,Papua New Guinea,101445,31182,Agricultural research
95935142,2010,Sweden,Myanmar,91499.5,15150,Democratic participation and civil society
95973746,2010,Sweden,Yemen,7348.47,43040,Rural development
95933018,2010,Sweden,"Middle East, regional",17737,13040,Std control including hiv/aids
97525752,2010,Japan,Uruguay,25518.3,99810,Sectors not specified
97365500,2010,Japan,Nepal,173217,99810,Sectors not specified
96375842,2010,Japan,Bosnia-Herzegovina,66.2526,99810,Sectors not specified
95935701,2010,Sweden,Namibia,1036820,25010,Business support services & institutions
95947603,2010,Sweden,Somalia,1296030,74010,Disaster prevention and preparedness
96043273,2010,Japan,"Asia, regional",369201,31110,Agricultural policy & admin. mgmt
97517636,2010,Japan,Uganda,1061630,11110,Education policy & admin. management
96061861,2010,Japan,Afghanistan,303321,31140,Agricultural water resources
96313597,2010,Japan,Antigua & Barbuda,19754.3,31310,Fishing policy and admin. management
95956255,2010,Sweden,"South of Sahara, regional",1141800,15160,Human rights
97650830,2010,Japan,China,10854.4,14021,Water supply - large systems
97165000,2010,Japan,Guatemala,77.2947,41010,Environmental policy and admin. mgmt
96238240,2010,Japan,Philippines,59265.6,14050,Waste management/disposal
97308682,2010,Japan,Malawi,286322,31140,Agricultural water resources
95931083,2010,Sweden,Mauritania,11732,43081,Multisector education/training
97362452,2010,Japan,Namibia,65347.1,14021,Water supply - large systems
95898362,2010,Sweden,"Bilateral, unspecified",777616,31110,Agricultural policy & admin. mgmt
97627029,2010,Japan,Solomon Islands,14906.8,33110,Trade policy and admin. management
96200385,2010,Japan,Liberia,104979,31150,Agricultural inputs
96064664,2010,Japan,Afghanistan,108490,12230,Basic health infrastructure
97093694,2010,Japan,Ecuador,59251.9,14021,Water supply - large systems
95885902,2010,Sweden,"Asia, regional",1166420,15160,Human rights
96445905,2010,Japan,Colombia,6525.88,14040,River development
97292302,2010,Japan,Lesotho,17579,11220,Primary education
97435250,2010,Japan,Syria,75748.8,32110,Industrial policy & admin. mgmt
95902171,2010,Sweden,Botswana,194404,33110,Trade policy and admin. management
97118300,2010,Japan,El Salvador,387865,31110,Agricultural policy & admin. mgmt
96224220,2010,Japan,Nigeria,5508730,14031,Basic drinking water supply
96095733,2010,Japan,"Bilateral, unspecified",4010090,99820,Promotion of development awareness
97540840,2010,Japan,Venezuela,11759.8,31110,Agricultural policy & admin. mgmt
97325726,2010,Japan,Mali,88.3368,12110,Health policy & admin. management
97271405,2010,Japan,Kosovo,126796,43010,Multisector aid
97602376,2010,Japan,"Congo, Dem. Rep.",14906.8,33110,Trade policy and admin. management
97065366,2010,Japan,Costa Rica,302056,43010,Multisector aid
94844037,2010,Australia,Palau,208294,15110,Public sector policy and adm. management
96370243,2010,Japan,Bolivia,847315,12220,Basic health care
97640820,2010,Japan,Brazil,24447.2,31195,Livestock/veterinary services
97332642,2010,Japan,Mexico,213863,32171,Engineering
96225445,2010,Japan,Oman,7696.34,11110,Education policy & admin. management
96384807,2010,Japan,Brazil,176364,16010,Social/welfare services
97544893,2010,Japan,Viet Nam,417833,11420,Higher education
95920113,2010,Sweden,Guinea,7838.37,43081,Multisector education/training
96278778,2010,Japan,Palestinian Adm. Areas,20151.8,16061,Culture and recreation
96347333,2010,Japan,Bhutan,184711,74010,Disaster prevention and preparedness
97072327,2010,Japan,Croatia,147187,74010,Disaster prevention and preparedness
95894382,2010,Sweden,"Bilateral, unspecified",907588,31182,Agricultural research
95959928,2010,Sweden,Tanzania,5184110,11120,Education facilities and training
97521290,2010,Japan,Uganda,201684,11330,Vocational training
97589472,2010,Japan,"Asia, regional",3136190,32120,Industrial development
96232224,2010,Japan,Paraguay,90236.1,11120,Education facilities and training
97261361,2010,Japan,Kenya,1301970,12110,Health policy & admin. management
95900776,2010,Sweden,Bolivia,10368200,31120,Agricultural development
96433311,2010,Japan,China,170512,31163,Livestock
94751167,2010,Australia,Indonesia,37409.1,31382,Fishery research
97183494,2010,Japan,Honduras,1345940,13020,Reproductive health care
96270610,2010,Japan,Uzbekistan,108357,31191,Agricultural services
94746003,2010,Australia,Indonesia,3249090,15110,Public sector policy and adm. management
97307356,2010,Japan,Malawi,246007,14040,River development
97293553,2010,Japan,Lesotho,17181.5,15110,Public sector policy and adm. management
97367601,2010,Japan,Nicaragua,140665,16061,Culture and recreation
97318581,2010,Japan,Malaysia,531103,11330,Vocational training
95915233,2010,Sweden,Ethiopia,6756.96,13040,Std control including hiv/aids
96331126,2010,Japan,Bangladesh,222288,12110,Health policy & admin. management
94739699,2010,Australia,India,17396.8,11430,Advanced tech. & managerial training
97373485,2010,Japan,"Oceania, regional",80419.6,43010,Multisector aid
96210913,2010,Japan,Mongolia,107088,11120,Education facilities and training
97645211,2010,Japan,China,51058.6,31161,Food crop production
97197020,2010,Japan,Indonesia,954567,31210,Forestry policy & admin. management
95939575,2010,Sweden,"North of Sahara, regional",1096.44,24040,Informal/semi-formal fin. intermed.
97081541,2010,Japan,Dominican Republic,621570,31110,Agricultural policy & admin. mgmt
97356030,2010,Japan,Mozambique,131666,11220,Primary education
95883991,2010,Sweden,Albania,864502,16062,Statistical capacity building
96379720,2010,Japan,Botswana,25838.5,22030,Radio/television/print media
97197408,2010,Japan,Indonesia,1262920,31163,Livestock
94632707,2010,Australia,"Africa, regional",946810,15130,Legal and judicial development
96197863,2010,Japan,Laos,54436.6,21020,Road transport
97375429,2010,Japan,Pakistan,11868.3,72050,Relief co-ordination; protection and support services
96421836,2010,Japan,Chile,46458.7,74010,Disaster prevention and preparedness
97376726,2010,Japan,Pakistan,1278030,11220,Primary education
95937181,2010,Sweden,Nicaragua,10595.9,43081,Multisector education/training
97288551,2010,Japan,Laos,231.884,21010,Transport policy & admin. management
96384879,2010,Japan,Brazil,111348,14050,Waste management/disposal
97135965,2010,Japan,"Europe, regional",14222.2,15210,Security system management and reform
96148490,2010,Japan,Djibouti,8366720,11120,Education facilities and training
96393474,2010,Japan,Burkina Faso,9948.93,14040,River development
97387412,2010,Japan,Peru,37984.8,32110,Industrial policy & admin. mgmt
96444679,2010,Japan,China,37410.6,31163,Livestock
96093649,2010,Japan,Belarus,63370.6,11110,Education policy & admin. management
97584560,2010,Japan,Zimbabwe,77.2947,31210,Forestry policy & admin. management
96125130,2010,Japan,Central African Rep.,2618010,72040,Emergency food aid
97070692,2010,Japan,Cote D'Ivoire,7122.15,31320,Fishery development
97405902,2010,Japan,South Africa,33.1263,31110,Agricultural policy & admin. mgmt
95947022,2010,Sweden,Sierra Leone,3079.36,13040,Std control including hiv/aids
96183987,2010,Japan,Indonesia,108974,14031,Basic drinking water supply
97406926,2010,Japan,South Africa,8248.44,16010,Social/welfare services
96141085,2010,Japan,Comoros,67974.1,14031,Basic drinking water supply
95901811,2010,Sweden,Bosnia-Herzegovina,467386,32130,Sme development
97620125,2010,Japan,Myanmar,23773.6,13040,Std control including hiv/aids
96164417,2010,Japan,Gambia,2508920,53040,Import support (commodities)
97367485,2010,Japan,Nicaragua,56060.7,43010,Multisector aid
96229538,2010,Japan,Pakistan,45823.5,14031,Basic drinking water supply
97308121,2010,Japan,Malawi,7464.46,13020,Reproductive health care
95883855,2010,Sweden,Albania,3654800,31210,Forestry policy & admin. management
97569695,2010,Japan,Palestinian Adm. Areas,1037.96,41010,Environmental policy and admin. mgmt
96206591,2010,Japan,Mexico,137021,16061,Culture and recreation
97397725,2010,Japan,Samoa,80353.3,32110,Industrial policy & admin. mgmt
97476878,2010,Japan,Timor-Leste,126068,16010,Social/welfare services
96344877,2010,Japan,Bhutan,6238.78,31120,Agricultural development
97436496,2010,Japan,Tajikistan,54227.7,11330,Vocational training
97225829,2010,Japan,Iran,1137390,11330,Vocational training
97638707,2010,Japan,Kazakhstan,8944.1,24081,Education/trng in banking & fin. services
97640953,2010,Japan,"Bilateral, unspecified",62167,43010,Multisector aid
97121621,2010,Japan,El Salvador,49600.4,74010,Disaster prevention and preparedness
96365516,2010,Japan,"Bilateral, unspecified",55729.4,12110,Health policy & admin. management
97411297,2010,Japan,Sri Lanka,26379.6,16020,Employment policy and admin. mgmt.
96381828,2010,Japan,Brazil,33656.3,12110,Health policy & admin. management
95968181,2010,Sweden,Ukraine,5723.25,15110,Public sector policy and adm. management
96445526,2010,Japan,China,87519.6,14015,Water resources protection
97331365,2010,Japan,Mauritius,2804.69,33210,Tourism policy and admin. management
97546210,2010,Japan,Viet Nam,88833.6,14022,Sanitation - large systems
95980492,2010,Sweden,"Bilateral, unspecified",129603,41030,Bio-diversity
96295393,2010,Japan,Albania,164306,25010,Business support services & institutions
97380245,2010,Japan,Panama,27340.2,14050,Waste management/disposal
97190378,2010,Japan,India,445184,31210,Forestry policy & admin. management
97130653,2010,Japan,Ethiopia,997421,14021,Water supply - large systems
95925865,2010,Sweden,Kenya,397216,15150,Democratic participation and civil society
97432818,2010,Japan,Syria,24358.9,12110,Health policy & admin. management
94923407,2010,Australia,Thailand,102903,23064,Nuclear power plants
96224794,2010,Japan,Nigeria,12348300,11120,Education facilities and training
96400964,2010,Japan,Cambodia,374272,31310,Fishing policy and admin. management
96138511,2010,Japan,Colombia,98886.2,11120,Education facilities and training
96195103,2010,Japan,Kyrgyz Republic,77859.7,12230,Basic health infrastructure
97639208,2010,Japan,Mongolia,8944.1,24081,Education/trng in banking & fin. services
97418964,2010,Japan,Swaziland,2340.92,15110,Public sector policy and adm. management
96100434,2010,Japan,"Bilateral, unspecified",14442.7,99820,Promotion of development awareness
96318374,2010,Japan,Argentina,142576,25010,Business support services & institutions
95881803,2010,Sweden,Ukraine,368716,43010,Multisector aid
97310948,2010,Japan,Malaysia,15149.8,24010,Financial policy & admin. management
96290322,2010,Japan,Afghanistan,36207,15112,Decentralisation and support to subnational govt.
97079181,2010,Japan,Dominica,21576.8,74010,Disaster prevention and preparedness
96319657,2010,Japan,Argentina,167420,43010,Multisector aid
96273061,2010,Japan,Viet Nam,108986,12230,Basic health infrastructure
96375643,2010,Japan,Bosnia-Herzegovina,10092.5,11110,Education policy & admin. management
97536331,2010,Japan,Vanuatu,27903.4,16062,Statistical capacity building
96331059,2010,Japan,Bangladesh,49910.3,11220,Primary education
97370633,2010,Japan,Niger,9253.28,12220,Basic health care
97196838,2010,Japan,Indonesia,2803400,11320,Secondary education
97617219,2010,Japan,Moldova,38547.9,11420,Higher education
97276807,2010,Japan,Kyrgyz Republic,17093.2,32110,Industrial policy & admin. mgmt
96382491,2010,Japan,Brazil,53631.5,32164,Chemicals
97641041,2010,Japan,"Bilateral, unspecified",177380,33110,Trade policy and admin. management
97393576,2010,Japan,Philippines,90517.6,74010,Disaster prevention and preparedness
97337824,2010,Japan,Mexico,7497.58,32110,Industrial policy & admin. mgmt
97389710,2010,Japan,Philippines,1288490,31310,Fishing policy and admin. management
95972255,2010,Sweden,Palestinian Adm. Areas,1944040,15153,Media and free flow of information
97209147,2010,Japan,Indonesia,2633870,21040,Water transport
97378938,2010,Japan,Palau,73352.6,12220,Basic health care
97301022,2010,Japan,Madagascar,482860,43010,Multisector aid
96149848,2010,Japan,Dominican Republic,108435,11120,Education facilities and training
94865389,2010,Australia,Papua New Guinea,30605.2,31382,Fishery research
96078355,2010,Japan,"Africa, regional",106510,15110,Public sector policy and adm. management
97123153,2010,Japan,Equatorial Guinea,1888.2,43010,Multisector aid
96281691,2010,Japan,Yemen,99992.5,11120,Education facilities and training
97311330,2010,Japan,Malaysia,905.452,31210,Forestry policy & admin. management
97586926,2010,Japan,"Africa, regional",44035.9,33120,Trade facilitation
97600200,2010,Japan,China,6393.37,33110,Trade policy and admin. management
96088696,2010,Japan,"Asia, regional",60455.5,43010,Multisector aid
97406990,2010,Japan,South Africa,31602.5,21030,Rail transport
97208972,2010,Japan,Indonesia,63889.6,21030,Rail transport
97128522,2010,Japan,Ethiopia,26302.3,13040,Std control including hiv/aids
97118804,2010,Japan,El Salvador,237306,15110,Public sector policy and adm. management
97552375,2010,Japan,Viet Nam,10478.9,41010,Environmental policy and admin. mgmt
95929816,2010,Sweden,Malaysia,409213,15150,Democratic participation and civil society
95886868,2010,Sweden,Bangladesh,648013,43082,Research/scientific institutions
96409842,2010,Japan,Cameroon,30465.1,31120,Agricultural development
94797961,2010,Australia,Malaysia,21870.7,15110,Public sector policy and adm. management
97171177,2010,Japan,Guatemala,316577,16061,Culture and recreation
97523541,2010,Japan,Ukraine,14674.9,15110,Public sector policy and adm. management
96402140,2010,Japan,Cambodia,1794230,15130,Legal and judicial development
96226927,2010,Japan,Pakistan,1025390,72010,Emergency/distress relief
96184061,2010,Japan,Indonesia,106114,11320,Secondary education
97401928,2010,Japan,Serbia,61460.3,12110,Health policy & admin. management
97587525,2010,Japan,Albania,25993.1,32171,Engineering
97648802,2010,Japan,Paraguay,1104.21,43010,Multisector aid
97370469,2010,Japan,Niger,760359,11320,Secondary education
95879879,2010,Sweden,"Bilateral, unspecified",12960.3,15110,Public sector policy and adm. management
96365318,2010,Japan,"Bilateral, unspecified",82274.6,21030,Rail transport
97595813,2010,Japan,"Bilateral, unspecified",6821330,11330,Vocational training
95895491,2010,Sweden,"Bilateral, unspecified",51841.1,43082,Research/scientific institutions
97059663,2010,Japan,Cook Islands,17623.2,16062,Statistical capacity building
95910894,2010,Sweden,"Congo, Dem. Rep.",8211.62,13040,Std control including hiv/aids
96094915,2010,Japan,Benin,5454180,41050,Flood prevention/control
97201186,2010,Japan,Indonesia,272.709,72050,Relief co-ordination; protection and support services
97381866,2010,Japan,Papua New Guinea,17877.2,11110,Education policy & admin. management
96218508,2010,Japan,Nepal,7417690,72040,Emergency food aid
97406329,2010,Japan,South Africa,13449.3,11320,Secondary education
97570060,2010,Japan,Palestinian Adm. Areas,169010,31320,Fishery development
97047774,2010,Japan,Croatia,16828.2,14040,River development
97454598,2010,Japan,Tanzania,115014,11110,Education policy & admin. management
95953343,2010,Sweden,"South of Sahara, regional",1944040,33110,Trade policy and admin. management
97489003,2010,Japan,Tunisia,94619.7,32171,Engineering
97470911,2010,Japan,Thailand,295917,21020,Road transport
96378945,2010,Japan,Botswana,436737,12220,Basic health care
97357171,2010,Japan,Mozambique,9198.06,43040,Rural development
97163091,2010,Japan,Guatemala,68438.9,14040,River development
96128731,2010,Japan,Chile,75849.9,12191,Medical services
97582052,2010,Japan,Zambia,115920,12250,Infectious disease control
97541889,2010,Japan,Venezuela,123550,31110,Agricultural policy & admin. mgmt
96413773,2010,Japan,"Central Asia, regional",85763.9,31150,Agricultural inputs
97545771,2010,Japan,Viet Nam,36703.9,14021,Water supply - large systems
94789135,2010,Australia,Laos,7377.79,31382,Fishery research
97453666,2010,Japan,Tanzania,30498.3,11110,Education policy & admin. management
97573820,2010,Japan,Yemen,6923.39,31140,Agricultural water resources
97379489,2010,Japan,Panama,15072.5,11220,Primary education
96321839,2010,Japan,Armenia,496.894,16010,Social/welfare services
97283719,2010,Japan,Laos,33.1263,31163,Livestock
97077789,2010,Japan,Djibouti,11.0421,16010,Social/welfare services
97227813,2010,Japan,Iran,77018.6,31120,Agricultural development
97287469,2010,Japan,Laos,60565.9,23010,Energy policy and admin. management
97157066,2010,Japan,Ghana,57153.9,11330,Vocational training
97108030,2010,Japan,Egypt,20416.8,11220,Primary education
96409083,2010,Japan,Cameroon,69973.8,31320,Fishery development
97396836,2010,Japan,Rwanda,51743.3,11320,Secondary education
97407434,2010,Japan,"South Asia, regional",181068,25010,Business support services & institutions
96398067,2010,Japan,Cambodia,68438.9,41030,Bio-diversity
97382315,2010,Japan,Papua New Guinea,28731.5,33210,Tourism policy and admin. management
95887625,2010,Sweden,Bangladesh,23515.1,43081,Multisector education/training
97447524,2010,Japan,Tanzania,1324750,43010,Multisector aid
97454137,2010,Japan,Tanzania,28576.9,31130,Agricultural land resources
96243698,2010,Japan,Serbia,54534,11120,Education facilities and training
97282452,2010,Japan,Laos,15635.6,25010,Business support services & institutions
97407816,2010,Japan,Sri Lanka,741675,21020,Road transport
96227868,2010,Japan,Pakistan,5236020,23067,Solar energy
94709723,2010,Australia,China,25822.3,32210,Mineral/mining policy & admin. mgmt
96184133,2010,Japan,Indonesia,99360,11220,Primary education
96172048,2010,Japan,Guinea-Bissau,102085,22030,Radio/television/print media
97363684,2010,Japan,Nauru,15392.7,14021,Water supply - large systems
97378424,2010,Japan,Palau,33910.3,11220,Primary education
97182507,2010,Japan,Honduras,46332.6,25010,Business support services & institutions
94858560,2010,Australia,Papua New Guinea,48327.5,12182,Medical research
97264277,2010,Japan,Kenya,17545.9,21010,Transport policy & admin. management
96101416,2010,Japan,"Bilateral, unspecified",1325280,43010,Multisector aid
97197165,2010,Japan,Indonesia,33181.5,12220,Basic health care
95927938,2010,Sweden,Laos,11824.7,13040,Std control including hiv/aids
97372898,2010,Japan,Nigeria,92444.4,15110,Public sector policy and adm. management
96394891,2010,Japan,Burkina Faso,300522,11220,Primary education
97610379,2010,Japan,Kenya,417016,11420,Higher education
94942718,2010,Australia,Vanuatu,28773.4,31282,Forestry research
95892518,2010,Sweden,"Bilateral, unspecified",816497,15150,Democratic participation and civil society
97142032,2010,Japan,Fiji,47481,11110,Education policy & admin. management
94797645,2010,Australia,Malaysia,36889,16061,Culture and recreation
96283182,2010,Japan,Yemen,102945,14031,Basic drinking water supply
95984607,2010,Sweden,Timor-Leste,311046,15230,Post-conflict peace building (un)
97409677,2010,Japan,Sri Lanka,1497220,23010,Energy policy and admin. management
97355908,2010,Japan,Mozambique,8126.98,33110,Trade policy and admin. management
97376961,2010,Japan,Pakistan,3732.23,11110,Education policy & admin. management
95917930,2010,Sweden,Georgia,56247.6,16062,Statistical capacity building
96257249,2010,Japan,Thailand,139141,16061,Culture and recreation
97408903,2010,Japan,Sri Lanka,135917,31210,Forestry policy & admin. management
97407522,2010,Japan,Sri Lanka,140157,25010,Business support services & institutions
96408374,2010,Japan,Cambodia,1105180,16010,Social/welfare services
97364349,2010,Japan,Nepal,1078980,11220,Primary education
96446027,2010,Japan,Colombia,403787,15112,Decentralisation and support to subnational govt.
97170449,2010,Japan,Guatemala,55.2105,43030,Urban development and management
95899930,2010,Sweden,"Bilateral, unspecified",388808,15153,Media and free flow of information
97403274,2010,Japan,Sierra Leone,202457,15210,Security system management and reform
97610538,2010,Japan,Kenya,23773.6,13040,Std control including hiv/aids
95887798,2010,Sweden,Belarus,54341.7,43081,Multisector education/training
97246008,2010,Japan,Jordan,66738.4,15112,Decentralisation and support to subnational govt.
97394189,2010,Japan,Philippines,14564.5,14015,Water resources protection
97348039,2010,Japan,Mongolia,25871.6,13020,Reproductive health care
97182812,2010,Japan,Honduras,813924,11220,Primary education
97389896,2010,Japan,Philippines,377331,74010,Disaster prevention and preparedness
95964064,2010,Sweden,Uganda,913699,25010,Business support services & institutions
96432932,2010,Japan,China,64265,15110,Public sector policy and adm. management
97617518,2010,Japan,Mongolia,95591.4,16020,Employment policy and admin. mgmt.
95885713,2010,Sweden,"Asia, regional",648013,15160,Human rights
96401214,2010,Japan,Cambodia,21719.8,32161,Agro-industries
96365384,2010,Japan,"Bilateral, unspecified",535243,24010,Financial policy & admin. management
96430865,2010,Japan,China,121.463,16020,Employment policy and admin. mgmt.
97288661,2010,Japan,Laos,419787,31320,Fishery development
97601149,2010,Japan,China,23773.6,13040,Std control including hiv/aids
97610311,2010,Japan,Kazakhstan,29625.9,33110,Trade policy and admin. management
96396289,2010,Japan,Burundi,18661.1,13020,Reproductive health care
95933790,2010,Sweden,Moldova,29808.6,24010,Financial policy & admin. management
97059410,2010,Japan,Cook Islands,17667.4,14021,Water supply - large systems
97386657,2010,Japan,Peru,5454.79,16010,Social/welfare services
97623419,2010,Japan,Papua New Guinea,2230.5,16020,Employment policy and admin. mgmt.
96318477,2010,Japan,Argentina,41728.1,31110,Agricultural policy & admin. mgmt
97565041,2010,Japan,Palestinian Adm. Areas,1678.4,14040,River development
96214236,2010,Japan,Myanmar,107929,12110,Health policy & admin. management
97414879,2010,Japan,Sudan,9805.38,11320,Secondary education
97308615,2010,Japan,Malawi,77184.2,31130,Agricultural land resources
97402804,2010,Japan,Sierra Leone,47900.6,99810,Sectors not specified
97640142,2010,Japan,Viet Nam,12278.8,24081,Education/trng in banking & fin. services
97351689,2010,Japan,Mongolia,24855.8,32163,Textiles - leather & substitutes
97583694,2010,Japan,Zimbabwe,6735.68,24010,Financial policy & admin. management
97370563,2010,Japan,Niger,195743,31110,Agricultural policy & admin. mgmt
97404191,2010,Japan,Solomon Islands,25253.3,15112,Decentralisation and support to subnational govt.
96253354,2010,Japan,Thailand,107108,11130,Teacher training
95946849,2010,Sweden,Sierra Leone,5132.27,99810,Sectors not specified
96158078,2010,Japan,El Salvador,105918,11220,Primary education
97491242,2010,Japan,Tunisia,50064.9,32164,Chemicals
97383504,2010,Japan,Paraguay,27892.3,11330,Vocational training
95973507,2010,Sweden,Palestinian Adm. Areas,20995.6,12220,Basic health care
96325522,2010,Japan,Bangladesh,21752.9,33210,Tourism policy and admin. management
96089289,2010,Japan,Azerbaijan,71141.3,11120,Education facilities and training
97646781,2010,Japan,China,34142.2,41050,Flood prevention/control
95877067,2010,Sweden,"Bilateral, unspecified",388808,33110,Trade policy and admin. management
95967331,2010,Sweden,Ukraine,3590.12,15150,Democratic participation and civil society
96298336,2010,Japan,Algeria,20605.9,74010,Disaster prevention and preparedness
97404707,2010,Japan,Solomon Islands,9882.67,31320,Fishery development
96261768,2010,Japan,Tonga,20965900,12230,Basic health infrastructure
97291177,2010,Japan,Lebanon,2053.83,31120,Agricultural development
97363961,2010,Japan,Nepal,32651.5,43010,Multisector aid
97523706,2010,Japan,Ukraine,2318.84,12110,Health policy & admin. management
97365227,2010,Japan,Nepal,1468.6,16062,Statistical capacity building
95931505,2010,Sweden,Mauritania,41804.6,43081,Multisector education/training
94956370,2010,Australia,Viet Nam,7436.82,31192,Plant/post-harvest prot. & pest ctrl
94731617,2010,Australia,Fiji,32447.8,31182,Agricultural research
97182065,2010,Japan,Honduras,396676,12220,Basic health care
97242748,2010,Japan,Jamaica,42633.5,31310,Fishing policy and admin. management
96444615,2010,Japan,China,60245.7,99810,Sectors not specified
95875609,2010,Sweden,"Bilateral, unspecified",57236900,15110,Economic and development policy/planning
97054512,2010,Japan,"Congo, Dem. Rep.",1079510,15130,Legal and judicial development
95937098,2010,Sweden,Nicaragua,63977.7,15150,Democratic participation and civil society
95928645,2010,Sweden,Liberia,907219,25010,Business support services & institutions
97362771,2010,Japan,Namibia,110322,25010,Business support services & institutions
96270960,2010,Japan,Vanuatu,102434,11220,Primary education
97402395,2010,Japan,Seychelles,32165.6,24010,Financial policy & admin. management
96284578,2010,Japan,Zimbabwe,1363550,12250,Infectious disease control
97621951,2010,Japan,Pakistan,18594.9,16020,Employment policy and admin. mgmt.
96366800,2010,Japan,"Bilateral, unspecified",14056.6,16030,Housing policy and admin. management
95877572,2010,Sweden,"Bilateral, unspecified",1944040,15150,Democratic participation and civil society
97476654,2010,Japan,Timor-Leste,232270,15110,Public sector policy and adm. management
97621130,2010,Japan,Nicaragua,12356.1,16020,Employment policy and admin. mgmt.
95886362,2010,Sweden,Azerbaijan,155523,15151,Elections
97387875,2010,Japan,Peru,89286.4,14050,Waste management/disposal
96437093,2010,Japan,China,8737.6,74010,Disaster prevention and preparedness
97377534,2010,Japan,Pakistan,28263.6,74010,Disaster prevention and preparedness
96265408,2010,Japan,Uganda,69951.8,14031,Basic drinking water supply
95949563,2010,Sweden,South Africa,64801.3,43082,Research/scientific institutions
95956428,2010,Sweden,Sri Lanka,907219,72010,Emergency/distress relief
96092721,2010,Japan,Belarus,108590,12230,Basic health infrastructure
97374402,2010,Japan,Pakistan,1218890,16010,Social/welfare services
97539538,2010,Japan,Venezuela,6437.54,12250,Infectious disease control
95959480,2010,Sweden,Tajikistan,1632.99,43040,Rural development
96174371,2010,Japan,Haiti,6152320,72010,Emergency/distress relief
96412481,2010,Japan,Cape Verde,1018040,14021,Water supply - large systems
96292971,2010,Japan,"Africa, regional",148494,31120,Agricultural development
97344410,2010,Japan,Moldova,51886.8,43010,Multisector aid
96211573,2010,Japan,Morocco,81189.5,12191,Medical services
95930761,2010,Sweden,Mali,69081.1,15150,Democratic participation and civil society
96248258,2010,Japan,Sri Lanka,543455,15250,Land mine clearance
97592975,2010,Japan,"Bilateral, unspecified",845213,43010,Multisector aid
96267734,2010,Japan,Uruguay,29062.8,16061,Culture and recreation
95953754,2010,Sweden,"South of Sahara, regional",1306390,72010,Emergency/distress relief
96136161,2010,Japan,China,2320880,11110,Education policy & admin. management
97078003,2010,Japan,Djibouti,206487,31140,Agricultural water resources
95980536,2010,Sweden,"Bilateral, unspecified",3017930,91010,Administrative costs
95965836,2010,Sweden,Uganda,198396,13040,Std control including hiv/aids
97416862,2010,Japan,Sudan,161988,31110,Agricultural policy & admin. mgmt
97393534,2010,Japan,Philippines,649026,74010,Disaster prevention and preparedness
97407722,2010,Japan,Sri Lanka,135310,43010,Multisector aid
97375693,2010,Japan,Pakistan,46316.9,72050,Relief co-ordination; protection and support services
97468456,2010,Japan,Thailand,7177.36,33210,Tourism policy and admin. management
97278769,2010,Japan,Laos,12223.6,43030,Urban development and management
97198330,2010,Japan,Indonesia,247387,12110,Health policy & admin. management
95928994,2010,Sweden,Liberia,2306930,15210,Security system management and reform
96369293,2010,Japan,Bolivia,171175,11220,Primary education
97227568,2010,Japan,Iran,574.189,14021,Water supply - large systems
95968034,2010,Sweden,Ukraine,777616,15150,Democratic participation and civil society
97497371,2010,Japan,Turkey,36652.1,74010,Disaster prevention and preparedness
97624407,2010,Japan,Philippines,418175,21020,Road transport
97600657,2010,Japan,China,194529,11120,Education facilities and training
95897157,2010,Sweden,"Bilateral, unspecified",32400.7,41020,Biosphere protection
96272147,2010,Japan,Venezuela,6536.92,11130,Teacher training
97617840,2010,Japan,Mongolia,4257740,11420,Higher education
97412200,2010,Japan,St. Lucia,41407.9,33210,Tourism policy and admin. management
97339534,2010,Japan,"Micronesia, Federated States of",20527.3,11220,Primary education
96281342,2010,Japan,Yemen,107575,11120,Education facilities and training
97325155,2010,Japan,Maldives,6956.52,23030,Power generation/renewable sources
